,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3397,Coburg,74 Linda St,3,t,800000,PI,Peter,24/09/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
3398,Coburg,3/20 Loch St,2,t,599000,S,Ray,24/09/2016,7.8,3058,2,2,1,76,,,Moreland,-37.7474,144.9621,Northern Metropolitan,11204
3399,Coburg,50a Rennie St,2,h,860000,S,Nelson,24/09/2016,7.8,3058,2,1,1,483,,,Moreland,-37.7509,144.9696,Northern Metropolitan,11204
3400,Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,24/09/2016,7.8,3058,4,1,1,488,142,1930,Moreland,-37.7537,144.9532,Northern Metropolitan,11204
3401,Coburg,3/30 Shaftsbury St,2,u,451000,S,RT,24/09/2016,7.8,3058,2,1,1,0,72,1970,Moreland,-37.752,144.954,Northern Metropolitan,11204
3402,Coburg,211 Bell St,2,h,635000,S,Brad,25/02/2017,7.8,3058,2,2,3,339,149,1920,Moreland,-37.7404,144.9559,Northern Metropolitan,11204
3403,Coburg,15 Hardwick St,5,h,1020000,PI,Raine,25/02/2017,7.8,3058,5,2,4,381,286,1985,Moreland,-37.7492,144.969,Northern Metropolitan,11204
3404,Coburg,6 Hardwick St,3,h,967000,S,Nelson,25/02/2017,7.8,3058,3,1,1,169,,,Moreland,-37.7494,144.9681,Northern Metropolitan,11204
3405,Coburg,32A Kelson St,3,h,1025000,VB,Jellis,25/02/2017,7.8,3058,3,1,3,336,112,1950,Moreland,-37.7408,144.9558,Northern Metropolitan,11204
3406,Coburg,37 Kelson St,3,h,700000,SP,Brad,25/02/2017,7.8,3058,3,1,1,138,102,2000,Moreland,-37.7406,144.9555,Northern Metropolitan,11204
3408,Coburg,48 Murray St,3,h,1130000,S,Nelson,25/02/2017,7.8,3058,3,1,3,206,80,1945,Moreland,-37.7382,144.9563,Northern Metropolitan,11204
3409,Coburg,25a Ohea St,3,h,835000,SA,Peter,25/02/2017,7.8,3058,3,1,2,385,,,Moreland,-37.7376,144.9638,Northern Metropolitan,11204
3410,Coburg,212 Reynard St,4,h,1075000,S,Hodges,25/02/2017,7.8,3058,4,1,4,531,187,1925,Moreland,-37.7473,144.9528,Northern Metropolitan,11204
3411,Coburg,96 Reynard St,3,h,845000,S,Brad,25/02/2017,7.8,3058,3,1,1,221,,1980,Moreland,-37.748,144.9603,Northern Metropolitan,11204
3413,Coburg,2/618 Sydney Rd,3,t,600000,S,Brad,25/02/2017,7.8,3058,3,1,1,102,95,1976,Moreland,-37.736,144.9665,Northern Metropolitan,11204
3414,Coburg,185 The Avenue,4,h,1461000,S,Jellis,25/02/2017,7.8,3058,4,2,2,571,,,Moreland,-37.7535,144.9779,Northern Metropolitan,11204
3415,Coburg,2/56 The Avenue,2,t,605000,PI,Peter,25/02/2017,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
3417,Coburg,14 Rose St,4,h,1150000,PI,Peter,26/07/2016,7.8,3058,4,2,2,43,205,1930,Moreland,-37.7456,144.9469,Northern Metropolitan,11204
3418,Coburg,27a Bruce St,3,h,630000,S,Raine,27/06/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
3419,Coburg,3/19 Chandos St,2,u,515000,S,Ray,27/06/2016,7.8,3058,2,1,2,0,70,1970,Moreland,-37.7474,144.9608,Northern Metropolitan,11204
3422,Coburg,124 Ohea St,3,h,770000,PI,Raine,27/06/2016,7.8,3058,4,1,2,408,,1970,Moreland,-37.7366,144.9564,Northern Metropolitan,11204
3423,Coburg,5/228 Reynard St,2,h,472000,S,Nelson,27/06/2016,7.8,3058,2,1,1,500,69,1975,Moreland,-37.747,144.9515,Northern Metropolitan,11204
3424,Coburg,32 Rose St,2,h,901000,S,Peter,27/06/2016,7.8,3058,2,1,1,545,107,1940,Moreland,-37.7445,144.9471,Northern Metropolitan,11204
3425,Coburg,9 Sargood St,2,h,642000,S,Nelson,27/06/2016,7.8,3058,2,1,0,167,,,Moreland,-37.7477,144.9647,Northern Metropolitan,11204
3426,Coburg,1/51 The Grove,2,h,605000,S,Jellis,27/06/2016,7.8,3058,2,1,1,0,13,1969,Moreland,-37.7519,144.9721,Northern Metropolitan,11204
3428,Coburg,3/117 Gordon St,3,t,687000,S,Nelson,27/11/2016,7.8,3058,3,1,1,116,140,1995,Moreland,-37.7454,144.9487,Northern Metropolitan,11204
3429,Coburg,100 Reynard St,4,h,975000,PI,Re,27/11/2016,7.8,3058,4,2,2,307,203,1996,Moreland,-37.748,144.9602,Northern Metropolitan,11204
3430,Coburg,28 Rodda St,3,h,985000,S,Jellis,27/11/2016,7.8,3058,3,1,1,309,,1880,Moreland,-37.7434,144.9697,Northern Metropolitan,11204
3432,Coburg,38 Soudan St,3,h,835000,S,hockingstuart,27/11/2016,7.8,3058,3,1,1,459,,,Moreland,-37.7388,144.9529,Northern Metropolitan,11204
3433,Coburg,11 Vincent St,3,h,951000,SP,Nelson,27/11/2016,7.8,3058,3,2,0,342,,,Moreland,-37.743,144.956,Northern Metropolitan,11204
3434,Coburg,9 Beckley St,3,h,1370000,S,Nelson,28/05/2016,7.8,3058,3,1,1,563,130,1930,Moreland,-37.7493,144.978,Northern Metropolitan,11204
3435,Coburg,265 Bell St,2,h,700000,VB,Nelson,28/05/2016,7.8,3058,2,1,2,381,92,1925,Moreland,-37.74,144.9516,Northern Metropolitan,11204
3436,Coburg,2/44 Berry St,3,t,810000,S,Nelson,28/05/2016,7.8,3058,3,2,1,213,131,2010,Moreland,-37.7461,144.9584,Northern Metropolitan,11204
3437,Coburg,3/87 Gaffney St,2,u,445000,SP,Raine,28/05/2016,7.8,3058,2,1,1,0,,2007,Moreland,-37.7336,144.9597,Northern Metropolitan,11204
3438,Coburg,13 Kaye Ct,4,h,838000,S,Jellis,28/05/2016,7.8,3058,4,1,1,576,147,1960,Moreland,-37.7369,144.9637,Northern Metropolitan,11204
3439,Coburg,2 McPherson St,2,h,810000,S,Nelson,28/05/2016,7.8,3058,2,1,1,370,,,Moreland,-37.7489,144.9598,Northern Metropolitan,11204
3440,Coburg,5 Saunders St,4,h,1150000,PI,Nelson,28/05/2016,7.8,3058,4,1,2,633,164,1990,Moreland,-37.7531,144.9504,Northern Metropolitan,11204
3441,Coburg,6 Younger St,4,h,931000,SP,Brad,28/05/2016,7.8,3058,3,1,1,412,160,1920,Moreland,-37.7432,144.9768,Northern Metropolitan,11204
3442,Coburg,10/23 Baxter St,1,u,241000,S,Nelson,28/08/2016,7.8,3058,1,1,1,0,62,1976,Moreland,-37.7463,144.9635,Northern Metropolitan,11204
3444,Coburg,35 Campbell St,4,h,1331000,S,Jellis,28/08/2016,7.8,3058,3,2,2,394,,,Moreland,-37.7534,144.9679,Northern Metropolitan,11204
3446,Coburg,40 Elizabeth St,1,h,1007000,SP,Brad,28/08/2016,7.8,3058,1,2,0,807,1,,Moreland,-37.7373,144.9825,Northern Metropolitan,11204
3447,Coburg,29 Hardwick St,2,h,981000,S,Nelson,28/08/2016,7.8,3058,2,1,1,263,114,1910,Moreland,-37.7493,144.97,Northern Metropolitan,11204
3448,Coburg,18 Industry La,2,t,570000,S,Peter,28/08/2016,7.8,3058,2,1,1,0,86,1900,Moreland,-37.7367,144.9701,Northern Metropolitan,11204
3450,Coburg,1/38 Victoria St,2,h,500000,S,Nelson,28/08/2016,7.8,3058,2,1,1,113,70,1970,Moreland,-37.7424,144.961,Northern Metropolitan,11204
3451,Coburg,12 Geake St,3,h,830000,PI,Ray,30/07/2016,7.8,3058,3,2,0,559,,,Moreland,-37.7384,144.9617,Northern Metropolitan,11204
3452,Coburg,136 Gordon St,3,h,1194500,S,hockingstuart,30/07/2016,7.8,3058,2,1,2,537,,,Moreland,-37.7443,144.9494,Northern Metropolitan,11204
3453,Coburg,44 Quarry Cct,2,u,425000,S,Ray,30/07/2016,7.8,3058,2,2,1,0,,,Moreland,-37.7363,144.9723,Northern Metropolitan,11204
3454,Coburg,133 Rennie St,2,h,645000,SP,Jellis,30/07/2016,7.8,3058,2,1,1,702,,,Moreland,-37.7517,144.9795,Northern Metropolitan,11204
3457,Coburg North,17 Lorensen Av,3,h,845000,S,Nelson,3/09/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3458,Coburg North,22 Ballard Av,3,h,751000,SP,Melbourne,3/12/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3459,Coburg North,38B Livingstone St,4,h,895000,S,Nelson,3/12/2016,9.2,3058,4,2,2,661,,,Moreland,-37.7246,144.9828,Northern Metropolitan,3445
3460,Coburg North,15 Ronald St,3,h,655000,SP,hockingstuart,3/12/2016,9.2,3058,3,1,0,404,98,1950,Moreland,-37.7305,144.9803,Northern Metropolitan,3445
3461,Coburg North,3/1 Headley St,3,t,631000,S,McGrath,4/03/2017,9.2,3058,3,1,1,178,120,2012,Moreland,-37.7297,144.9645,Northern Metropolitan,3445
3462,Coburg North,5/1 Headley St,2,t,600000,S,McGrath,4/03/2017,9.2,3058,2,1,1,145,105,2010,Moreland,-37.7295,144.9641,Northern Metropolitan,3445
3463,Coburg North,24 Newlands Rd,4,h,820000,SP,Brad,4/03/2017,9.2,3058,4,1,3,498,,,Moreland,-37.7329,144.9721,Northern Metropolitan,3445
3464,Coburg North,4 Pixel Cct,3,h,715000,SP,hockingstuart,4/03/2017,9.2,3058,3,2,2,173,120,2010,Moreland,-37.7308,144.9832,Northern Metropolitan,3445
3466,Coburg North,53 Ronald St,3,h,735000,SP,Barry,4/03/2017,9.2,3058,3,1,1,427,,,Moreland,-37.7303,144.9773,Northern Metropolitan,3445
3467,Coburg North,25 Spectrum Wy,4,h,1180000,S,Nelson,4/03/2017,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3468,Coburg North,27 McMahons Rd,3,h,864000,S,Nelson,4/06/2016,9.2,3058,3,1,2,565,115,1950,Moreland,-37.7283,144.969,Northern Metropolitan,3445
3469,Coburg North,25 Ida St,2,t,420000,VB,Peter,6/08/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3470,Coburg North,7 Manly Ct,3,h,700000,S,Nelson,7/05/2016,9.2,3058,3,1,2,626,108,1950,Moreland,-37.7201,144.9696,Northern Metropolitan,3445
3471,Coburg North,31 Ballard Av,2,h,725000,S,Nelson,7/11/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3472,Coburg North,199 Elizabeth St,4,h,735000,SP,Nelson,7/11/2016,9.2,3058,4,2,2,302,,,Moreland,-37.7271,144.9842,Northern Metropolitan,3445
3473,Coburg North,2b Rollo St,2,t,591000,S,Nelson,7/11/2016,9.2,3058,2,1,1,0,86,2008,Moreland,-37.721,144.9527,Northern Metropolitan,3445
3474,Coburg North,17 Mathieson St,3,h,860000,S,Nelson,8/10/2016,9.2,3058,2,1,3,586,145,1950,Moreland,-37.7205,144.9659,Northern Metropolitan,3445
3475,Coburg North,17 Mehegan Av,3,h,765000,S,Raine,8/10/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3476,Coburg North,4 Sharp Gr,2,h,765000,S,Love,8/10/2016,9.2,3058,2,1,2,563,116,1925,Moreland,-37.723,144.96,Northern Metropolitan,3445
3477,Coburg North,21 Tonkin Av,2,h,810000,S,Brad,8/10/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3478,Coburg North,13 Pixel Cct,3,h,625000,S,Nelson,10/09/2016,9.2,3058,3,1,2,104,138,2014,Moreland,-37.7307,144.9826,Northern Metropolitan,3445
3480,Coburg North,11 Spectrum Wy,4,h,1050000,S,hockingstuart,10/09/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3482,Coburg North,1 Boyne St,2,h,745000,SP,Raine,10/12/2016,9.2,3058,2,1,3,526,90,1940,Moreland,-37.732,144.9832,Northern Metropolitan,3445
3483,Coburg North,19A Tilley St,4,h,1050000,PI,Jellis,10/12/2016,9.2,3058,4,3,2,501,258,2016,Moreland,-37.7266,144.9823,Northern Metropolitan,3445
3485,Coburg North,23 Goleen St,3,h,782000,S,Barry,11/03/2017,9.2,3058,3,1,3,576,,,Moreland,-37.7269,144.9654,Northern Metropolitan,3445
3486,Coburg North,17 Convent Ct,2,h,935000,S,First,12/11/2016,9.2,3058,2,1,2,833,107,1960,Moreland,-37.7297,144.9654,Northern Metropolitan,3445
3487,Coburg North,9 Marama St,4,h,1009000,S,Ray,12/11/2016,9.2,3058,4,1,2,590,,1950,Moreland,-37.7197,144.9585,Northern Metropolitan,3445
3488,Coburg North,1 McDonnell Rd,2,h,820000,SP,Nelson,12/11/2016,9.2,3058,2,1,4,629,120,1960,Moreland,-37.7276,144.9688,Northern Metropolitan,3445
3489,Coburg North,5 Rollo St,3,h,780000,S,Nelson,12/11/2016,9.2,3058,3,1,2,307,96,1950,Moreland,-37.7215,144.9533,Northern Metropolitan,3445
3490,Coburg North,17 Glyndon Av,3,h,835500,S,Walshe,13/08/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3491,Coburg North,25 Williams Rd,3,h,707000,S,Brad,13/08/2016,9.2,3058,3,2,3,556,129,1950,Moreland,-37.7305,144.9605,Northern Metropolitan,3445
3492,Coburg North,24 Irene St,2,h,570000,S,Ray,14/05/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3493,Coburg North,1/97 Shorts Rd,2,t,522500,S,RW,14/05/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3494,Coburg North,4/97 Shorts Rd,2,t,523000,SP,hockingstuart,15/10/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3495,Coburg North,16 Smith St,3,h,772000,S,Nelson,15/10/2016,9.2,3058,3,1,1,367,,,Moreland,-37.728,144.963,Northern Metropolitan,3445
3496,Coburg North,31 Camera Wk,2,t,460000,PI,Stockdale,16/04/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3499,Coburg North,27 Peterson Av,3,h,840000,S,Raine,16/07/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3503,Coburg North,47 Boyne St,3,h,745000,S,Raine,18/03/2017,9.2,3058,3,1,3,473,,,Moreland,-37.7316,144.9789,Northern Metropolitan,3445
3504,Coburg North,10/3 Newlands Rd,2,u,520000,S,Brad,18/03/2017,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3505,Coburg North,2/26 Renown St,2,u,532500,S,Brad,18/03/2017,9.2,3058,2,1,1,168,,1970,Moreland,-37.73,144.9629,Northern Metropolitan,3445
3506,Coburg North,18 Ronald St,3,h,750000,S,hockingstuart,18/03/2017,9.2,3058,3,2,2,310,,,Moreland,-37.7305,144.9809,Northern Metropolitan,3445
3507,Coburg North,3 Aperture St,3,h,815000,S,Ray,18/06/2016,9.2,3058,3,2,2,376,,,Moreland,-37.7295,144.982,Northern Metropolitan,3445
3508,Coburg North,127 Elizabeth St,3,h,637000,S,Brad,18/06/2016,9.2,3058,3,1,4,498,97,1950,Moreland,-37.7323,144.9833,Northern Metropolitan,3445
3509,Coburg North,143 Elizabeth St,4,h,950000,S,hockingstuart,18/06/2016,9.2,3058,4,2,2,298,231,2013,Moreland,-37.7308,144.9836,Northern Metropolitan,3445
3510,Coburg North,2 Headley St,3,h,780000,S,hockingstuart,18/06/2016,9.2,3058,3,1,2,677,,,Moreland,-37.7297,144.9648,Northern Metropolitan,3445
3512,Coburg North,13 Glyndon Av,2,h,830000,S,Jellis,19/11/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3513,Coburg North,3 Golf Rd,3,h,860000,PI,Jellis,19/11/2016,9.2,3058,3,2,3,472,134,1970,Moreland,-37.734,144.9728,Northern Metropolitan,3445
3514,Coburg North,27 Snapshot Dr,5,h,1172000,S,Ray,19/11/2016,9.2,3058,5,3,2,425,37,2014,Moreland,-37.7302,144.9816,Northern Metropolitan,3445
3517,Coburg North,67 Boundary Rd,2,h,530000,S,Raine,22/08/2016,9.2,3058,2,1,1,332,,,Moreland,-37.7187,144.9564,Northern Metropolitan,3445
3519,Coburg North,6 Portrait Wy,3,h,682000,S,Nelson,22/08/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3520,Coburg North,203b Elizabeth St,2,t,570000,S,Ray,23/04/2016,9.2,3058,2,2,2,186,,,Moreland,-37.7263,144.9843,Northern Metropolitan,3445
3521,Coburg North,146 Elizabeth St,3,h,2000000,S,Ray,24/09/2016,9.2,3058,4,1,1,973,,,Moreland,-37.7284,144.9843,Northern Metropolitan,3445
3522,Coburg North,64 Elizabeth St,3,h,650000,SP,Barry,25/02/2017,9.2,3058,3,1,1,407,95,1930,Darebin,-37.7351,144.9833,Northern Metropolitan,3445
3523,Coburg North,24 Norris St,4,h,792000,SP,Jellis,26/07/2016,9.2,3058,4,2,1,320,131,1950,Moreland,-37.7242,144.9612,Northern Metropolitan,3445
3524,Coburg North,45 Shorts Rd,3,h,720000,S,Nelson,26/07/2016,9.2,3058,3,1,2,499,105,1970,Moreland,-37.7236,144.9576,Northern Metropolitan,3445
3525,Coburg North,2 Carr St,3,h,970000,S,Jellis,27/11/2016,9.2,3058,3,1,2,575,129,1960,Moreland,-37.7307,144.9704,Northern Metropolitan,3445
3528,Coburg North,24 Tonkin Av,3,h,785000,SP,Brad,28/05/2016,9.2,3058,,,,,,,,,,Northern Metropolitan,3445
3530,Collingwood,69 Hotham St,2,t,750000,S,Jellis,3/09/2016,1.6,3066,2,1,1,115,,,Yarra,-37.7968,144.9891,Northern Metropolitan,4553
3531,Collingwood,130 Keele St,2,h,890000,S,LITTLE,3/09/2016,1.6,3066,2,1,1,178,70,1900,Yarra,-37.7974,144.9915,Northern Metropolitan,4553
3532,Collingwood,10/79 Oxford St,2,u,1260000,S,Jellis,3/09/2016,1.6,3066,2,1,1,0,129,1900,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
3533,Collingwood,2/79 Oxford St,2,u,855000,S,Nelson,3/09/2016,1.6,3066,2,1,1,2886,122,1830,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
3534,Collingwood,20 Hotham St,3,h,1260000,S,Jellis,3/12/2016,1.6,3066,3,1,0,167,,1900,Yarra,-37.7962,144.9866,Northern Metropolitan,4553
3536,Collingwood,65B Hotham St,2,h,1320000,S,Nelson,4/03/2017,1.6,3066,2,2,1,0,,,Yarra,-37.7969,144.9885,Northern Metropolitan,4553
3537,Collingwood,93 Hotham St,2,h,1430000,S,Jellis,4/03/2017,1.6,3066,2,1,0,231,,,Yarra,-37.7969,144.9905,Northern Metropolitan,4553
3538,Collingwood,15/18 Islington St,3,t,1125000,SP,Nelson,4/03/2017,1.6,3066,3,2,2,0,151,2000,Yarra,-37.8083,144.9908,Northern Metropolitan,4553
3539,Collingwood,4/170 Oxford St,3,u,950000,S,Jellis,4/03/2017,1.6,3066,3,2,1,15900,,,Yarra,-37.8035,144.985,Northern Metropolitan,4553
3540,Collingwood,6/78 Oxford St,2,u,910000,S,Jellis,4/03/2017,1.6,3066,2,1,1,0,97,1880,Yarra,-37.8035,144.985,Northern Metropolitan,4553
3541,Collingwood,9/22 Stanley St,1,u,452000,SP,Jellis,4/03/2017,1.6,3066,1,1,1,816,53,2000,Yarra,-37.802,144.9848,Northern Metropolitan,4553
3542,Collingwood,306/40 Stanley St,1,u,440000,VB,Collins,4/03/2017,1.6,3066,1,1,1,2773,,2010,Yarra,-37.802,144.9854,Northern Metropolitan,4553
3544,Collingwood,110/3 Hoddle St,1,u,415000,SP,Biggin,7/11/2016,1.6,3066,1,1,1,3701,62,2005,Yarra,-37.809,144.9911,Northern Metropolitan,4553
3546,Collingwood,20 Emma St,2,h,1015000,S,Nelson,8/10/2016,1.6,3066,2,1,0,117,,,Yarra,-37.7948,144.9861,Northern Metropolitan,4553
3547,Collingwood,307/11 Hoddle St,1,u,372000,SP,Woodards,8/10/2016,1.6,3066,1,1,1,0,65,2005,Yarra,-37.809,144.9911,Northern Metropolitan,4553
3548,Collingwood,5/77 Little Oxford St,3,u,1326000,S,Nelson,8/10/2016,1.6,3066,3,2,1,0,190,2013,Yarra,-37.8032,144.9842,Northern Metropolitan,4553
3549,Collingwood,2/28 Napoleon St,2,t,999000,SP,Jellis,8/10/2016,1.6,3066,,,,,,,,,,Northern Metropolitan,4553
3550,Collingwood,130 Perry St,3,t,910000,S,Jellis,10/09/2016,1.6,3066,3,1,1,171,,,Yarra,-37.8006,144.9925,Northern Metropolitan,4553
3551,Collingwood,1/79 Oxford St,2,h,1230000,S,Jellis,11/02/2017,1.6,3066,2,2,1,0,153,1920,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
3554,Collingwood,382 Wellington St,2,h,855000,S,Jellis,12/11/2016,1.6,3066,2,1,0,130,80,1890,Yarra,-37.7953,144.9882,Northern Metropolitan,4553
3555,Collingwood,4/13 Alexander St,1,u,457000,S,Jellis,13/08/2016,1.6,3066,1,1,1,406,49,1970,Yarra,-37.796,144.9911,Northern Metropolitan,4553
3556,Collingwood,204/2 Johnston St,2,u,380000,PI,hockingstuart,13/08/2016,1.6,3066,,,,,,,,,,Northern Metropolitan,4553
3557,Collingwood,1/60 Budd St,3,t,897500,S,Jellis,14/05/2016,1.6,3066,3,2,1,82,82,1995,Yarra,-37.7961,144.9873,Northern Metropolitan,4553
3558,Collingwood,27/78 Oxford St,2,u,865000,PI,Biggin,14/05/2016,1.6,3066,2,2,1,0,,,Yarra,-37.8035,144.985,Northern Metropolitan,4553
3559,Collingwood,82 Sackville St,2,h,1265000,S,Jellis,14/05/2016,1.6,3066,3,1,1,282,112,1920,Yarra,-37.7985,144.9883,Northern Metropolitan,4553
3560,Collingwood,18 Derby St,2,h,1260000,S,Peter,15/10/2016,1.6,3066,2,1,2,116,,,Yarra,-37.8067,144.984,Northern Metropolitan,4553
3562,Collingwood,84 Budd St,3,h,1075000,S,hockingstuart,16/04/2016,1.6,3066,3,1,0,183,104,1880,Yarra,-37.7948,144.9875,Northern Metropolitan,4553
3563,Collingwood,38/99 Oxford St,3,u,1470000,S,Nelson,16/04/2016,1.6,3066,3,2,2,0,,,Yarra,-37.8037,144.9846,Northern Metropolitan,4553
3564,Collingwood,2/13 Alexander St,1,u,366000,S,Woodards,16/07/2016,1.6,3066,1,1,1,0,44,1970,Yarra,-37.796,144.9911,Northern Metropolitan,4553
3565,Collingwood,15/78 Oxford St,1,u,461000,SP,Jellis,16/07/2016,1.6,3066,1,1,1,0,,,Yarra,-37.8035,144.985,Northern Metropolitan,4553
3566,Collingwood,6 Forest St,2,h,981000,S,Jellis,17/09/2016,1.6,3066,2,1,0,188,107,1900,Yarra,-37.7964,144.9923,Northern Metropolitan,4553
3567,Collingwood,10/76 Oxford St,2,u,683000,S,Biggin,17/09/2016,1.6,3066,2,1,1,0,92,1900,Yarra,-37.8035,144.985,Northern Metropolitan,4553
3568,Collingwood,98 Hotham St,3,h,1470000,S,Jellis,18/03/2017,1.6,3066,3,2,0,150,,,Yarra,-37.7968,144.9924,Northern Metropolitan,4553
3569,Collingwood,182 Keele St,2,h,670000,S,Jellis,18/03/2017,1.6,3066,2,1,0,118,,,Yarra,-37.7976,144.993,Northern Metropolitan,4553
3571,Collingwood,107/10 Stanley St,1,u,430000,VB,Jellis,18/03/2017,1.6,3066,1,1,1,0,52,,Yarra,-37.8019,144.9845,Northern Metropolitan,4553
3572,Collingwood,5/22 Stanley St,2,u,515000,S,Peter,18/03/2017,1.6,3066,2,1,1,816,,,Yarra,-37.802,144.9848,Northern Metropolitan,4553
3574,Collingwood,5 Charlotte St,2,h,1000000,SP,Peter,19/11/2016,1.6,3066,2,1,2,159,86,1880,Yarra,-37.7962,144.9887,Northern Metropolitan,4553
3575,Collingwood,18/15 Oxford St,2,u,655000,S,Jellis,19/11/2016,1.6,3066,,,,,,,,,,Northern Metropolitan,4553
3576,Collingwood,2/60 Budd St,3,t,887500,S,Peter,22/05/2016,1.6,3066,3,2,1,81,82,2000,Yarra,-37.7961,144.9874,Northern Metropolitan,4553
3577,Collingwood,104/35 Victoria Pde,1,u,477500,S,Biggin,22/05/2016,1.6,3066,,,,,,,,,,Northern Metropolitan,4553
3579,Collingwood,10/30 Mater St,2,u,713500,S,Jellis,22/08/2016,1.6,3066,2,2,1,1060,88,2010,Yarra,-37.7954,144.9868,Northern Metropolitan,4553
3580,Collingwood,8/79 Oxford St,3,u,1500000,S,Jellis,22/08/2016,1.6,3066,2,2,2,0,159,1920,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
3581,Collingwood,5/61 Little Oxford St,2,u,672000,S,Jellis,24/09/2016,1.6,3066,2,1,1,0,60,2002,Yarra,-37.8046,144.984,Northern Metropolitan,4553
3582,Collingwood,31/78 Oxford St,2,u,1215000,S,Jellis,24/09/2016,1.6,3066,3,2,1,0,,1895,Yarra,-37.8035,144.985,Northern Metropolitan,4553
3583,Collingwood,8/115 Oxford St,2,u,800000,VB,Nelson,25/02/2017,1.6,3066,2,1,1,0,91,1900,Yarra,-37.8026,144.9848,Northern Metropolitan,4553
3585,Collingwood,12/120 Cambridge St,2,u,1645000,S,Nelson,28/05/2016,1.6,3066,4,1,3,0,2,1890,Yarra,-37.8046,144.9858,Northern Metropolitan,4553
3586,Collingwood,8/122 Sackville St,2,u,450000,S,Biggin,28/05/2016,1.6,3066,2,1,1,0,,1970,Yarra,-37.7988,144.9912,Northern Metropolitan,4553
3587,Collingwood,29/78 Oxford St,2,u,860000,PI,Jellis,30/07/2016,1.6,3066,2,2,1,0,114,1920,Yarra,-37.8035,144.985,Northern Metropolitan,4553
3588,Doncaster,329 George St,4,h,1924500,S,Barry,3/09/2016,13.9,3108,4,4,2,1157,,,Manningham,-37.7779,145.127,Eastern Metropolitan,9028
3589,Doncaster,9 Lauer St,4,h,1416000,S,Barry,3/09/2016,13.9,3108,,,,,,,,,,Eastern Metropolitan,9028
3590,Doncaster,2/20 Wetherby Rd,2,u,492500,S,Barry,3/09/2016,13.9,3108,2,1,1,65,,1975,Manningham,-37.7887,145.1438,Eastern Metropolitan,9028
3591,Doncaster,5 Boyd St,3,h,1403000,S,Barry,3/12/2016,13.9,3108,3,1,4,727,123,1970,Manningham,-37.7942,145.1218,Eastern Metropolitan,9028
3592,Doncaster,20 Finlayson St,4,h,1408000,S,Jellis,3/12/2016,13.9,3108,4,2,0,725,,,Manningham,-37.7891,145.1073,Eastern Metropolitan,9028
3593,Doncaster,39 Frederick St,4,t,855000,S,Barry,3/12/2016,13.9,3108,4,2,2,242,,,Manningham,-37.7915,145.1258,Eastern Metropolitan,9028
3594,Doncaster,19 Hanke Rd,3,h,1450000,PI,Barry,3/12/2016,13.9,3108,3,1,1,638,115,1970,Manningham,-37.7912,145.1248,Eastern Metropolitan,9028
3595,Doncaster,47 Roseland Gr,5,h,1461800,SP,Jellis,3/12/2016,13.9,3108,5,2,2,660,,,Manningham,-37.7791,145.1328,Eastern Metropolitan,9028
3596,Doncaster,33 Thiele St,4,h,1396000,S,Barry,3/12/2016,13.9,3108,4,1,2,658,138,1975,Manningham,-37.7827,145.1358,Eastern Metropolitan,9028
3598,Doncaster,1/3 Katrina St,4,t,1320000,PI,Ray,4/02/2016,13.9,3108,,,,,,,,,,Eastern Metropolitan,9028
3599,Doncaster,22 Glenfern Av,3,h,1100000,PI,Barry,4/03/2017,13.9,3108,,,,,,,,,,Eastern Metropolitan,9028
3601,Doncaster,1/4 Gregory Ct,4,t,1231000,SP,Jellis,4/03/2017,13.9,3108,,,,,,,,,,Eastern Metropolitan,9028
3602,Doncaster,12 Murillo Ct,5,h,1535000,PI,Ray,4/03/2017,13.9,3108,5,3,2,681,,,Manningham,-37.7722,145.1309,Eastern Metropolitan,9028
